,wid,age,country,gender,marital,parenthood,hmid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,value
13415,11269,30,USA,m,married,y,88005,3m,I got to walk my son to school this morning for a school special focus on healthy activities.,I got to walk my son to school this morning for a school special focus on healthy activities.,True,1,affection,affection,1
13428,11322,32,USA,m,married,y,56021,24h,My wife told a joke that made me laugh.,My wife told a joke that made me laugh.,True,1,affection,affection,1
13430,11324,31,USA,f,married,y,94488,3m,We recently started spending a lot of time with my in-laws whom we previously had no contact with. We have spent many weekends together recently and they have been so joyous for everyone. ,We recently started spending a lot of time with my in-laws whom we previously had no contact with. We have spent many weekends together recently and they have been so joyous for everyone. ,True,2,affection,affection,1
13431,11324,31,USA,f,married,y,96488,3m,My husband and I recently went to a marriage conference. We spent the whole weekend alone together which we haven't done since we've had children. We also were able to gain a great many of tools to use in growing in our marriage. ,My husband and I recently went to a marriage conference. We spent the whole weekend alone together which we haven't done since we've had children. We also were able to gain a great many of tools to use in growing in our marriage. ,True,3,affection,affection,1
13434,11334,58,USA,f,married,y,37311,24h,I visited my 2 granddaughters after work at my mother's house. I only got to see them for about a half hour before their father picked them up to go home.  ,I visited my 2 granddaughters after work at my mother's house. I only got to see them for about a half hour before their father picked them up to go home.  ,True,2,affection,affection,1
13435,11334,58,USA,f,married,y,38310,24h,My husband worked 12 hours and surprised me by bringing home dinner.  It was barbequed wings.,My husband worked 12 hours and surprised me by bringing home dinner.  It was barbequed wings.,True,2,affection,affection,1
13454,11402,32,USA,m,married,n,127751,24h,Quite dinner with my wife. ,Quite dinner with my wife. ,True,1,affection,affection,1
13462,11447,51,USA,f,married,y,53754,24h,I cuddled with my son before bed last night,I cuddled with my son before bed last night,True,1,affection,affection,1
13464,11467,38,USA,f,married,y,66910,3m,When my kids all went to crazy hair night at church and was voted the best.,When my kids all went to crazy hair night at church and was voted the best.,True,1,affection,affection,1
13478,11500,36,USA,m,married,y,94131,3m,"I got to work and my work wife was in my office, she has a key, naked under an overcoat ready to have sex on my desk.","I got to work and my work wife was in my office, she has a key, naked under an overcoat ready to have sex on my desk.",True,1,affection,affection,1
13495,11566,21,USA,m,married,y,59016,3m,The wife gave birth to twins.,The wife gave birth to twins.,True,1,affection,affection,1
13498,11571,23,USA,f,married,n,121254,24h,I got to sleep in the same bed as my husband after him being away for 4 days.,I got to sleep in the same bed as my husband after him being away for 4 days.,True,1,affection,affection,1
13499,11575,27,USA,m,married,n,41732,24h,Played with my 9 month only puppy,Played with my 9 month only puppy,True,1,affection,affection,1
13503,11589,45,USA,f,married,y,49911,24h,It really made me happy when my husband came to visit me at work.,It really made me happy when my husband came to visit me at work.,True,1,affection,affection,1
13512,11614,44,USA,m,married,n,78295,3m,My grandmother recognized me in the hospital following her stroke.,My grandmother recognized me in the hospital following her stroke.,True,1,affection,affection,1
13513,11615,29,USA,f,married,n,128568,24h,I was happy tonight coming home and seeing my dog wag his tail and give me big lick on the cheek after missing me while I was at work. ,I was happy tonight coming home and seeing my dog wag his tail and give me big lick on the cheek after missing me while I was at work. ,True,1,affection,affection,1
13517,11629,33,USA,m,married,n,126760,24h,My wife made pizza for dinner.,My wife made pizza for dinner.,True,1,affection,affection,1
13518,11631,34,USA,f,married,y,31562,24h,When I saw the ultrasound of our baby move around.  It made me realize how precious life can be and its the little moments that make it all worth it. ,When I saw the ultrasound of our baby move around.  It made me realize how precious life can be and its the little moments that make it all worth it. ,True,2,affection,affection,1
13523,11652,32,USA,f,married,y,54263,24h,I spent time with my kids at the park. ,I spent time with my kids at the park. ,True,1,affection,affection,1
13531,11674,54,USA,m,married,y,50979,24h,My daughter was almost late to school this morning but made it on time with 5 minutes to spare.,My daughter was almost late to school this morning but made it on time with 5 minutes to spare.,True,1,affection,affection,1
13535,11681,27,USA,m,married,n,100224,3m,When I took my love out to the movies.,When I took my love out to the movies.,True,1,affection,affection,1
13536,11686,28,USA,f,married,n,126521,24h,"Yesterday I found out my sister is coming to visit me this weekend, and that made me happy.","Yesterday I found out my sister is coming to visit me this weekend, and that made me happy.",True,1,affection,affection,1
13538,11689,33,USA,f,married,y,78551,3m,"My 9 year old daughter has been getting into drawing, so she spends hours drawing pictures for me to decorate my desk.","My 9 year old daughter has been getting into drawing, so she spends hours drawing pictures for me to decorate my desk.",True,1,affection,affection,1
13545,11711,35,USA,f,married,y,63734,3m,My daughter sat right next to me telling me all about her day at school while I was doing dishes.,My daughter sat right next to me telling me all about her day at school while I was doing dishes.,True,1,affection,affection,1
13546,11713,32,USA,m,married,y,68942,3m,My wife and I found out we are having our first boy!,My wife and I found out we are having our first boy!,True,1,affection,affection,1
