,wid,age,country,gender,marital,parenthood,hmid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,value
13735,12374,22,USA,f,single,n,94953,3m,Receiving a 4.0 in my first year of graduate school.,Receiving a 4.0 in my first year of graduate school.,True,1,achievement,achievement,1
13738,12392,33,USA,m,single,n,112054,24h,I cooked a delicious stir-fry dish.,I cooked a delicious stir-fry dish.,True,1,achievement,achievement,1
13745,12409,29,USA,f,single,n,71526,3m,"Finding out that there is an 80% chance of me being able to conceive a child this year, naturally.

","Finding out that there is an 80% chance of me being able to conceive a child this year, naturally.

",True,1,achievement,achievement,1
13746,12414,29,USA,m,single,n,96289,3m,"Finding out that I am finally cancer free from my doctor, I had cancer for the previous 3 years.","Finding out that I am finally cancer free from my doctor, I had cancer for the previous 3 years.",True,1,achievement,achievement,1
13747,12425,24,USA,m,single,n,63479,3m,Receiving the news that I passed all of my classes at midterm this semester.,Receiving the news that I passed all of my classes at midterm this semester.,True,1,achievement,achievement,1
13748,12426,21,USA,f,single,n,69204,3m,"I am a nursing major. I recently took a test in my Med-Surg II class and got a B. A B might not seem like that great of a grade to some people, but to me it was the best feeling to have studied day and night in our HARDEST class of the entire program and get the grade that reflected my hard work.","I am a nursing major. I recently took a test in my Med-Surg II class and got a B. A B might not seem like that great of a grade to some people, but to me it was the best feeling to have studied day and night in our HARDEST class of the entire program and get the grade that reflected my hard work.",True,3,achievement,achievement,1
13750,12432,19,USA,f,single,n,107681,3m,I received a new credit card.,I received a new credit card.,True,1,achievement,achievement,1
13756,12448,26,USA,f,single,n,97821,3m,"I went to the store yesterday thinking that I wouldn't be able to pre-order a limited edition item that I'd just heard about the day before that since it was already out of stock online, but I was able to get one of the last three.","I went to the store yesterday thinking that I wouldn't be able to pre-order a limited edition item that I'd just heard about the day before that since it was already out of stock online, but I was able to get one of the last three.",True,1,achievement,achievement,1
13762,12470,28,USA,m,single,n,63236,3m,"Buying a new car. Last month, I bought a new car from a dealership. It was the first time I owned a never used car and it made me happy. I felt accomplished something big. ","Buying a new car. Last month, I bought a new car from a dealership. It was the first time I owned a never used car and it made me happy. I felt accomplished something big. ",True,4,achievement,achievement,1
13763,12471,20,USA,o,single,n,115940,24h,I registered for college classes that I wanted!,I registered for college classes that I wanted!,True,1,achievement,achievement,1
13768,12483,31,USA,f,single,n,53271,24h,I managed to get an important report done and finished well before its deadline.,I managed to get an important report done and finished well before its deadline.,True,1,achievement,achievement,1
13783,12563,26,USA,m,single,n,62539,3m,I got good tips at work on Saturday.,I got good tips at work on Saturday.,True,1,achievement,achievement,1
13788,12589,23,USA,m,single,n,91620,3m,I unexpectedly  received a promotion at my job,I unexpectedly  received a promotion at my job,True,1,achievement,achievement,1
13791,12597,23,USA,f,single,n,118522,24h,During the afternoon I made a small sale on some of my homemade goods and this was the first sale since starting up my store.,During the afternoon I made a small sale on some of my homemade goods and this was the first sale since starting up my store.,True,1,achievement,achievement,1
13802,12635,35,USA,f,single,n,46710,24h,"I gave my living room a very good, much needed, cleaning.","I gave my living room a very good, much needed, cleaning.",True,1,achievement,achievement,1
13812,12671,26,USA,m,single,n,72653,3m,I passed all my courses for my last semester of college.,I passed all my courses for my last semester of college.,True,1,achievement,achievement,1
13814,12675,35,USA,m,single,n,69342,3m,I won a significant bet on a basketball game.,I won a significant bet on a basketball game.,True,1,achievement,achievement,1
13818,12715,24,USA,m,single,n,28336,24h,"I was finally able to take the necessary steps to start learning Japanese and I finally read my first sentence, it felt really great inside.","I was finally able to take the necessary steps to start learning Japanese and I finally read my first sentence, it felt really great inside.",True,1,achievement,achievement,1
13822,12728,21,USA,m,single,n,72693,3m,I ordered a Shamrock Shake from McDonald's.,I ordered a Shamrock Shake from McDonald's.,True,1,achievement,achievement,1
13824,12730,34,USA,f,single,n,42760,24h,Helping make sure all my customers found or got what they needed.,Helping make sure all my customers found or got what they needed.,True,1,achievement,achievement,1
13831,12749,23,USA,f,single,n,72249,3m,I had completed all my errands for today and got home early.,I had completed all my errands for today and got home early.,True,1,achievement,achievement,1
13845,12820,22,USA,m,single,n,34574,24h,I achieved my goal of completing a project.,I achieved my goal of completing a project.,True,1,achievement,achievement,1
13848,12839,28,USA,m,single,n,87024,3m,"Two weeks ago, I went to the casino with about $40 and by the time i left the casino, I had walked out with about $600, it was awesome. I won two separate jackpots on the slot machines and it was totally unexpected. ","Two weeks ago, I went to the casino with about $40 and by the time i left the casino, I had walked out with about $600, it was awesome. I won two separate jackpots on the slot machines and it was totally unexpected. ",True,2,achievement,achievement,1
13854,12846,35,USA,m,single,y,59228,3m,I was accepted to Amazon Mechanical Turk on Sunday April 16th.,I was accepted to Amazon Mechanical Turk on Sunday April 16th.,True,1,achievement,achievement,1
13857,12866,27,USA,f,single,n,73015,3m,I got a positive review from my boss at work during our annual performance evaluation. ,I got a positive review from my boss at work during our annual performance evaluation. ,True,1,achievement,achievement,1
13865,12915,24,USA,m,single,n,34349,24h,I worked in a lab by arriving early and I was able to progress by really fast with getting the correct answers so I could leave early.,I worked in a lab by arriving early and I was able to progress by really fast with getting the correct answers so I could leave early.,True,1,achievement,achievement,1
13871,12955,21,USA,f,single,n,28411,24h,I made my goal of losing 10 pounds.,I made my goal of losing 10 pounds.,True,1,achievement,achievement,1
13879,12978,28,USA,m,single,n,80641,3m,The day I completed paying my student loan,The day I completed paying my student loan,True,1,achievement,achievement,1
